essay_id_comp,gender,holistic_essay_score,y_pred_tfidf,y_pred_bert,y_pred_chatgpt_zeroshot,y_pred_chatgpt_fewshot
21D91DF16B23,F,3,3,3,4,5
95143E5A37A2,M,2,3,2,3,3
7DCCED5150F8,M,5,5,5,3,3
CB86688CF491,M,1,1,1,3,5
B5CE3C6DAAD9,M,4,3,3,2,4
996A88D0CAF2,M,3,3,3,3,4
CE33B0E35C38,F,3,3,3,3,3
F304843E97FC,F,2,2,2,2,2
4B4A4368C5DF,F,3,3,3,4,4
39AF0292F9B3,F,5,5,5,4,5
DDEEC49D2390,M,2,4,3,4,4
353224899C05,M,4,4,4,2,4
ABA8A01BB2B6,M,3,3,3,2,3
629441708CF0,F,5,4,5,4,5
68F6A6DB3E6C,M,2,2,2,2,3
5C63C1EE83BC,M,4,4,3,3,4
CF20C9C05B19,M,2,2,3,3,4
DCCF6739067A,M,4,4,5,3,4
F280DC36C974,F,2,2,2,2,3
675CA464322A,M,3,3,3,3,4
ADFF10967768,M,4,4,5,3,4
BB7A76089910,F,4,4,4,3,4
3A42F1C7A5FA,M,2,3,2,2,4
8459600E47B0,F,4,4,4,3,4
2CD086E87F2D,F,3,4,3,3,4
D84737B6CDEB,F,2,3,3,3,3
026FBC564EBC,M,3,4,3,3,4
4DB817B0DE25,F,5,4,4,4,5
D7E3E2DE0F87,M,3,3,3,2,4
75B94E37D75A,F,4,4,4,4,5
13E5109D10F2,M,5,4,5,3,4
CF5875628D6A,M,2,2,2,3,3
93E4D5E8B5DA,F,3,3,3,3,3
0EFC10AF9D22,F,2,3,2,3,4
BB95D06EF8D4,F,4,3,3,3,4
5A490FAF2476,M,1,3,3,2,2
6C8029E04B6B,F,3,2,3,3,4
5A1EAD973EF6,M,3,3,3,2,4
04F6650C12AD,F,2,3,2,3,4
FD8570E71F4A,M,2,2,2,2,4
1102C9C87AE4,F,6,5,5,4,4
7154C7EE3051,M,4,5,4,3,4
BE9881C4920A,M,1,2,2,2,2
F324DBEBCAFA,M,3,3,3,2,3
F13486021395,M,2,2,2,2,3
C6FAF1DE9A21,M,1,2,2,2,3
0F8513BFBB6C,M,3,3,4,3,4
7AA2C0834BE1,M,4,4,4,3,4
9483857CAA80,F,3,2,2,2,4
B0FD1E688820,M,1,2,1,3,3
6AD39619EC45,F,5,4,5,4,5
AA742085CBE3,F,2,2,3,3,3
58E92DF92D8C,F,3,3,3,3,4
9251250050B9,M,3,4,3,3,3
D8AFB0AE804B,F,1,1,1,2,3
03FCE3C04ADF,M,4,4,4,4,4
0C710606DB95,M,3,3,3,2,3
045BB2364215,M,3,3,3,2,3
4E13DC4DDE31,F,2,2,2,2,4
2C3D6DFE6768,M,3,2,3,3,3
716C24478063,F,3,4,3,3,4
1B2470F552CC,F,2,3,2,2,3
3FD3D46D72B7,M,2,3,3,2,3
13B371557529,F,4,3,5,3,4
84E06630FA2B,M,3,2,3,3,3
FEB37659C3F1,M,3,4,3,3,4
2410D609BA60,M,2,2,2,2,3
E97D24AC0CB6,M,3,4,4,3,4
C0E8831116C3,M,6,5,5,4,5
726ADA01701F,M,3,3,3,3,4
B0A08E744DF1,F,3,3,3,3,4
14236F6FEAD6,F,3,2,3,3,4
477F24CDDE0B,F,4,4,5,3,4
1C2F6CE45E18,M,4,4,3,3,4
E4B4D7DE60E3,F,3,4,3,3,4
B4143F38D439,M,3,3,3,3,4
6194CD3215CB,M,2,2,2,2,3
2EEB19BB460B,M,3,3,3,2,3
13081A20D022,F,6,5,5,4,5
016A5550CAF7,F,3,4,4,3,4
7B7838BB9DD5,M,3,3,3,3,4
06E5ACD7F079,M,4,4,4,4,5
DC9580266A0B,M,3,3,3,2,3
E1AEAF1C9CBB,F,4,4,5,3,4
7F513E5DA945,M,3,3,3,3,4
06B8BE0A0B31,M,2,2,2,2,2
35070B805E8B,M,1,2,2,2,3
BFFD798EAE7B,F,4,4,5,4,4
34CD62D72CC1,M,3,3,4,3,4
F7EF0A4E3499,M,3,3,3,2,3
80D0A3C7B588,M,3,3,3,2,4
B2E85935CE19,F,2,3,2,3,4
D7725D157042,F,3,4,3,3,4
02F012AAD5CB,F,3,3,3,3,3
D7DF114BB271,M,4,3,3,2,3
C30DD2DB1F70,F,2,3,2,2,4
280BCD5968F0,F,3,3,3,3,4
4FC744EC5BDB,M,2,2,2,2,3
A1C8EEF8BF9C,F,2,2,2,2,3
EF70A0E7826B,M,2,3,2,2,3
BD300B07564D,M,2,3,2,2,4
99DE2E3E96E7,F,4,3,4,3,3
A4B3BA20BDA9,F,4,4,4,4,4
C36FC4CCA47F,M,3,3,3,3,4
4BE3EE3D73A6,M,3,3,4,3,3
8DFC6529608B,F,3,3,4,4,5
6A58F94673E0,M,6,5,4,4,5
B07E96B9767C,F,5,5,5,3,4
320FD601DD64,M,1,2,2,2,2
2AB363264AE0,F,2,2,2,2,3
D2E41252A109,M,4,3,4,3,4
2FD5E4852667,F,2,1,2,2,3
1499841F4EB8,F,3,4,3,3,4
7DE7AE0BEF8C,F,3,3,3,4,5
86A3A166AA67,F,2,2,2,2,3
E8DD7458130E,M,3,3,3,3,4
67D94C292D8D,F,2,2,2,3,3
4AEA13D034F3,M,2,2,2,2,3
A1A778253D39,M,4,3,4,3,5
A56E412B7295,M,3,3,3,2,3
8E7C4FE2ECE9,M,2,3,2,2,3
508DB90F68C7,M,3,3,3,3,4
172FD130ABD5,F,1,2,1,2,3
E627C066A0F1,M,1,2,1,2,2
8E516CABD84A,M,4,3,4,3,4
BAE3CED482E7,F,4,4,5,4,4
D6EEEBA9A999,F,5,5,5,4,5
8BA7D8704DB0,F,3,3,3,3,4
253D33164BE5,F,3,3,3,2,3
897B3478DC01,M,4,4,4,3,4
25FA01853A35,F,2,3,3,2,3
00E2ACFF9A93,M,2,3,3,3,3
1A26AFD79998,M,2,3,2,2,3
FDDD74678C7A,M,2,1,2,2,3
1CC9DABCE4B4,F,5,5,5,4,5
D354672BB38F,M,1,2,2,2,3
6524B17E5113,M,4,4,4,3,4
508DCB180063,F,2,2,2,2,3
0ABF4F99E166,M,5,4,5,4,5
86ADA132EC8A,M,2,2,2,2,3
771C64337FED,M,3,2,3,2,3
E3E4C29C6F23,F,4,5,5,4,5
7C9AA3346458,M,2,3,2,2,3
FB9EFC545072,M,1,2,2,3,3
1807DD253B30,M,3,3,3,3,5
2AD8252C829F,F,5,4,4,3,4
0B1439CE0522,F,3,3,4,2,3
928548A07586,M,3,3,3,3,4
BA0C557A52F4,F,2,2,2,3,4
AF2AF8E14196,M,2,2,2,2,3
8451B8C046C3,F,3,2,2,2,3
1FC7106860A2,M,4,3,4,4,4
2275D39DC5AD,M,2,2,2,2,4
A6EBC95CB162,F,5,4,5,4,4
DD627EE5CB27,M,3,4,3,2,4
E7C5E12F4E84,F,3,3,3,3,4
58EB875E2FB8,M,2,2,2,2,3
FAE25123869F,F,2,2,2,2,3
7463CFA4BF4B,M,2,1,2,3,4
2F3A03CE8035,M,5,5,5,4,4
1907A263B30B,M,3,4,4,4,4
163E5475BF19,F,2,2,2,2,3
F413F750773D,F,1,1,2,3,4
E5CFC05647BA,F,3,3,3,2,3
61BABBBB9822,M,2,2,2,2,3
F8FFE84D9E9E,F,3,4,3,3,4
39DA395A5C1C,M,1,3,3,2,2
E743F9AC8BBE,M,3,4,4,3,4
A950C6EE7BD3,M,3,3,3,3,3
4CFC9FAB45B8,M,3,3,4,3,3
33B1D3B931EF,M,3,3,2,3,3
3D5AB2F50025,F,3,3,3,3,4
3584B5CAA2E4,F,5,5,5,4,5
60B0AC857093,M,5,5,4,4,4
350B830D59EE,F,3,3,3,2,4
4354903A1D8A,M,4,4,4,3,4
13154AD7E3C6,F,3,3,3,2,3
69881464230,F,4,4,5,4,4
165C6F67BCD7,M,3,4,4,3,3
