feature
10
100
be angry
be another
be any
be applied
be as
be asked
be asking
be at
be available
be avoided
be aware
be awesome
be bad
be based
be because
be beneficial
be benifical
be best
be better
be big
be bit
be bored
be boring
be bothered
be broken
be brought
be but
be calculated
be careful
be changed
be classified
be classroom
be comfortable
be coming
be compared
be complete
be completely
be computer
be confused
be considered
be cool
be costly
be created
be creepy
be dangerous
be depressed
be detected
be different
be difficult
be diffrent
be distracted
be distracting
be distraction
be doing
be done
be easier
be easily
be easy
be effective
be enabled
be endless
be engaged
be enough
be entertaining
be even
be excited
be expensive
be expressed
be extremely
be extremly
be fair
be fake
be feeling
be fixed
be focused
be for
be forced
be found
be fun
be getting
be given
be going
be good
be great
be greatly
be happening
be happier
be happy
be hard
be harmful
be having
be help
be helped
be helpful
be helpfull
be helping
be hiding
be honest
be how
be huge
be identified
be if
be implemented
be important
be improved
be in
be incredibly
be installed
be interested
be interesting
be introduced
be invading
be involved
be is
be it
be just
be kept
be known
be learning
be left
be less
be life
be like
be little
be looked
be lot
be lying
be mad
be made
be major
be many
be modified
be more
be much
be neat
be needed
be new
be nice
be no
be not
be notified
be of
be okay
be on
be one
be paying
be people
be placed
be positive
be possible
be pretty
be problem
be proven
be put
be quite
be read
be really
be recognized
be revolutionary
be right
be sad
be safe
be said
be scanned
be scared
be seen
be shared
be shown
be sitting
be smart
be smiling
be so
be solved
be some
be someone
be something
be spread
be successful
be such
be super
be sure
be taken
be taking
be talking
be taught
be teaching
be telling
be tested
be that
be the
be there
be thing
be thinking
be this
be to
be told
be too
be true
be trying
be understood
be up
be upset
be use
be used
be useful
be usefull
be useless
be using
be valuable
be valuble
be valueable
be very
be waste
be wasted
be watched
be watching
be way
be weird
be what
be worried
be worth
be writting
be wrong
beacause
beacuse
beacuse they
beause
beautiful
beauty
became
becase
becasue
becasue it
becasue the
becaue
becaues
becaus
because
because all
because as
because at
because can
because computer
because computers
because don
because dont
because dr
because even
because everyone
because feel
because for
because he
because how
because humans
because if
because in
because is
because it
because its
because just
because kids
because know
because like
because many
because maybe
because most
because no
because nobody
because not
because now
because of
because one
because people
because say
because she
because some
because someone
because something
because sometimes
because students
because teacher
because teachers
because technology
because that
because thats
because the
because their
because then
because there
because they
because think
because this
because we
because what
because when
because why
because with
because you
because your
beckham
beckham institute
beckman
beckman institute
become
become better
become bored
become confused
become distraction
become happy
become interested
become less
become more
become smarter
become the
become very
becomeing
becomeing confused
becomes
becomes bored
becomes confused
becomes more
becoming
becoming bored
becoming confused
becoming more
becuase
becuase if
becuase it
becuase of
becuase the
becuase they
becuase we
becuse
been
been able
been created
been developed
been invented
been made
been taught
been tested
been used
befor
before
before and
before in
before it
before the
before they
before you
began
began to
begin
begin at
begin to
begin when
begin with
begining
beginning
beginning of
beginning to
begins
begins to
begins when
begins with
behavior
behavior and
behind
behind and
behind in
behind it
behind the
behind this
bein
being
being able
being asked
being bored
being bullied
being confused
being developed
being done
being expressed
being happy
being honest
being in
being is
being made
being more
being on
being read
being sad
being said
being shown
being taught
being teacher
being tested
being the
being to
being truthful
being upset
being used
being valuable
being watched
beings
beleive
beleive that
beleve
belieave
believe
believe it
believe technology
believe that
believe the
believe this
believe we
believes
believes that
belive
belive it
belive that
belive this
belong
benefical
beneficial
beneficial because
beneficial for
beneficial in
beneficial to
beneficial way
benefit
benefit everyone
benefit from
benefit of
benefit students
benefit teachers
benefit the
benefit them
benefit to
benefit us
benefits
benefits in
benefits it
benefits of
benefits the
benefits to
benefitting
benfit
benifical
benifical to
benificial
benificial for
benificial to
benifit
benifit from
benifit the
benifits
benifits to
besides
besides that
besides the
best
best and
best fit
best for
best friend
best idea
best in
best of
best suits
best thing
best to
best way
bet
beter
better
better about
better also
better and
better as
better at
better because
better but
better by
better chance
better communicate
better computer
better day
better education
better fit
better for
better future
better grades
better help
better if
better in
better it
better just
better learning
better more
better not
better off
better on
better option
better or
better our
better overall
better people
better place
better prepare
better relationship
better so
better student
better students
better suit
better teach
better teacher
better technology
better test
better than
better that
better the
better their
better then
better things
better think
better this
better to
better understand
better understanding
better use
better way
better ways
better we
better when
better with
better work
better world
better yet
bettering
between
between fake
between genuine
between humans
between people
between real
between student
between students
between the
between them
beyond
big
big and
big difference
big help
big part
big smile
big step
big thing
big time
bigger
bigger and
biggest
biology
bipolar
bit
bit better
bit happier
bit more
bit of
bit to
blame
bland
blank
blank expression
blink
blowing
board
board and
board or
body
body and
body in
body language
body this
body to
bond
bonds
bone
bones
bones and
bones lift
book
book and
book by
books
books or
boost
boost the
borad
bord
bordem
bore
bored
bored also
bored alto
bored and
bored another
bored as
bored because
bored but
bored by
bored can
bored confused
bored dr
bored during
bored easily
bored for
bored from
bored happy
bored he
bored if
bored in
bored is
bored it
bored just
bored of
bored or
bored out
bored so
bored students
bored technology
bored that
bored the
bored then
bored they
bored think
bored this
bored tired
bored to
bored what
bored when
bored which
bored while
bored with
bored would
boredom
boredom and
boredom in
boredom it
boredom or
bores
boring
boring and
boring because
boring for
boring if
boring old
boring or
boring the
boring to
born
born with
boss
both
both of
both students
both teachers
both the
both ways
bother
bothered
bothering
bothering them
bottled
bottled up
bought
bound
bound to
bout
boy
boyfriend
brain
brain and
brains
brand
brand new
breach
break
break and
break down
break it
break the
breaking
breaks
bright
brighten
brighter
brighter future
brilliant
bring
bring forth
bring in
bring it
bring more
bring smile
bring the
bring this
bring to
bring up
bringing
bringing it
brings
broadly
broadly using
broke
broken
brought
brought into
brought to
brought up
brows
budget
bug
bugs
build
build the
building
built
built to
buisness
bulit
bullied
bullied and
bullied or
bullies
bulling
bully
bullying
bullying and
bunch
bunch of
business
business and
business in
busy
but
but actually
but again
but all
but also
but are
but as
but at
but before
but believe
but by
but can
but computer
but could
but do
but does
but doesn
but don
but dont
but dr
but even
but feel
but for
but having
but he
but help
but how
but human
but if
but im
but in
but instead
but is
but it
but its
but just
but know
but like
but look
but may
but maybe
but more
but most
but no
but not
but now
but of
but on
but once
but one
but only
but other
but others
but people
but reading
but really
but she
but should
but show
but some
but sometimes
but still
but students
but teachers
but technology
but that
but thats
but the
but their
but then
but there
but theres
but these
but they
but think
but this
but to
but using
but we
but what
but when
but who
but why
but will
but with
but would
but yet
but you
but your
button
buy
buy it
buy the
buy this
buying
by
by adding
by allowing
by an
by any
by asking
by being
by changing
by computer
by computers
by constructing
by creating
by detecting
by doing
by dr
by explaining
by facial
by getting
by giving
by having
by helping
by how
by humans
by identifying
by if
by it
by its
by just
by keeping
by knowing
by learning
by leonardo
by letting
by look
by looking
by making
by many
by modifying
by moving
by nick
by not
by others
by our
by ourselves
by people
by prof
by professor
by putting
by reading
by recognizing
by saying
by scaning
by scanning
by school
by seeing
by showing
by simply
by smiling
by some
by someone
by something
by stating
by step
by students
by taking
by talking
by teacher
by teachers
by technology
by telling
by that
by the
by their
by them
by themselves
by there
by they
by this
by thomas
by tracking
by trying
by understanding
by us
by using
by weighing
by weighting
by what
by your
caculate
cafeteria
calculate
calculate emotions
calculate how
calculate human
calculate humans
calculate our
calculate the
calculate their
calculate what
calculate your
calculated
calculates
calculating
calculating emotions
calculation
calculation every
calculation everyday
calculation to
calculations
calculations every
calculations on
call
call and
call it
call on
called
called action
called an
called facial
called facs
called making
called mona
called orbicularis
called the
calling
calls
calm
calm down
calm them
calulate
came
came out
came to
came up
camera
camera and
camera to
cameras
can
can act
can actually
can add
can adjust
can advance
can affect
can afford
can agree
can aid
can all
can allow
can already
can also
can alter
can always
can analyze
can and
can ask
can aslo
can assist
can be
can because
can become
can believe
can benefit
can better
can bring
can build
can caculate
can calculate
can cause
can change
can check
can classify
can come
can communicate
can computer
can conclude
can control
can create
can dectect
can describe
can detect
can determine
can do
can easily
can effect
can either
can even
can explain
can express
can fake
can feel
can figure
can finally
can find
can fix
can focus
can get
can give
can go
can greatly
can handle
can happen
can have
can help
can hide
can identify
can imagine
can improve
can indicate
can it
can just
can keep
can know
can lead
can learn
can let
can lie
can look
can make
can maybe
can mean
can modify
can move
can never
can not
can notice
can now
can often
can only
can or
can pick
can play
can possibly
can prevent
can probably
can probaly
can produce
can prove
can provide
can put
can read
can really
can recognize
can recongize
can recongnize
can reconize
can rely
can reveal
can ruin
can run
can save
can say
can scan
can see
can sense
can show
can simply
can solve
can sometimes
can speak
can still
can stop
can study
can support
can take
can talk
can teach
can technology
can tell
can the
can then
can they
can think
can this
can to
can track
can truly
can try
can turn
can understand
can unlock
can use
can we
can work
can write
can you
can your
cannot
cannot be
cannot handle
cannot read
cannot tell
cant
cant handle
cant see
cant tell
capabilities
capability
capability to
capable
capable of
capacity
capture
captured
car
care
care about
care if
care of
cared
career
careers
careful
carefully
carefully reproduce
cares
caring
carry
cars
case
case of
case the
cases
cases the
catch
catch on
catch the
caught
cause
cause it
cause more
cause problems
cause students
cause that
cause the
cause them
cause they
cause you
caused
caused by
causes
causing
causing them
celebirty
celebrity
celebrity is
celebrity isn
cell
cell phones
centuries
century
certain
certain ad
certain class
certain emotion
certain emotions
certain facial
certain lesson
certain muscles
certain people
certain situations
certain student
certain students
certain subject
certain things
certain topic
certain topics
certain type
certain way
certain ways
certainly
certian
challenge
challenging
challenging for
chance
chance for
chance of
chance that
chance to
chances
chances of
chang
change
change alot
change and
change emotions
change everything
change for
change from
change how
change in
change it
change its
change lesson
change or
change our
change something
change that
change the
change their
change there
change they
change things
change to
change up
change what
change your
changed
changed and
changed in
changed over
changed the
changes
changes in
changes the
changes to
changing
changing the
chapter
character
characteristic
characteristic movement
characteristic movements
characteristics
characteristics movements
characters
charge
cheap
cheat
cheating
check
check how
check if
checked
checking
cheek
cheek bones
cheeks
cheeks up
cheer
cheer them
child
child and
child in
child is
child or
child to
child was
children
children and
children are
children in
children learn
children that
children to
children who
childrens
childs
childs emotions
choice
choice to
choose
choose to
chose
citizens
claim
claim because
claim for
claim is
claim that
claims
claims that
clarify
clasroom
class
class and
class as
class because
class better
class but
class by
class can
class could
class for
class if
class in
class is
class it
class like
class more
class one
class or
class period
class room
class rooms
class so
class students
class that
class the
class there
class they
class this
class time
class to
class when
class which
class while
class will
class with
class work
class would
class you
classes
classes and
classes because
classes if
classes it
classes like
classes more
classes that
classes the
classes to
classified
classified basic
classified six
classified the
classifies
classifies six
classify
classify six
classmate
classmates
classmates are
classrom
classrom computer
classrom is
classroom
classroom and
classroom another
classroom are
classroom as
classroom at
classroom because
classroom believe
classroom but
classroom by
classroom can
classroom classroom
classroom computer
classroom computers
classroom could
classroom due
classroom enviroment
classroom environment
classroom facial
classroom facs
classroom feel
classroom first
classroom for
classroom full
classroom has
classroom how
classroom if
classroom in
classroom is
classroom it
classroom most
classroom of
classroom one
classroom or
classroom setting
classroom should
classroom so
classroom student
classroom students
classroom teachers
classroom that
classroom the
classroom there
classroom they
classroom think
classroom this
classroom to
classroom using
classroom valuable
classroom we
classroom when
classroom where
classroom will
classroom with
classroom would
classroom you
classrooms
classrooms all
classrooms and
classrooms are
classrooms around
classrooms as
classrooms because
classrooms but
classrooms can
classrooms could
classrooms for
classrooms if
classrooms in
classrooms is
classrooms it
classrooms now
classrooms or
classrooms should
classrooms so
classrooms students
classrooms that
classrooms the
classrooms this
classrooms to
classrooms would
classrooom
classrooom is
classwork
clear
clearly
click
close
close friend
close to
close with
closely
closer
closer to
clue
clues
clues are
cna
coach
coach constantin
code
code perhaps
code system
code that
code the
code this
codes
coding
coding and
coding can
coding could
coding is
coding should
coding software
coding system
coding systems
coding sysytem
coding sytem
coding to
coding would
cold
collaborated
collaboration
collaboration with
colleague
colleague are
colleagues
collect
college
color
colors
come
come across
come back
come from
come help
come home
come in
come into
come long
come on
come out
come so
come to
come up
come with
comes
comes down
comes in
comes into
comes on
comes out
comes to
comes up
comes with
comfort
comfortable
comfortable in
comfortable with
coming
coming from
coming out
coming to
coming up
commercial
commit
commiting
common
common emotions
commonly
communcation
communicate
communicate and
communicate better
communicate or
communicate the
communicate this
communicate with
communicating
communicating with
communication
communication and
communication between
communication computers
communication dr
communication in
communication is
communication notes
communication so
communication that
communication the
communication this
communication with
communications
community
companies
company
companys
compare
compare it
compared
compared against
compared to
compares
comparing
complete
completed
completely
completely change
completely useless
completly
complex
complex algorithms
complex and
complexity
complicated
comprehend
comprehend the
comprehending
comprehension
compter
comptuer
computer
computer ai
computer also
computer and
computer animated
computer are
computer at
computer based
computer be
computer become
computer being
computer but
computer can
computer cannot
computer constructs
computer constucts
computer contructs
computer could
computer detect
computer detected
computer detects
computer do
computer does
computer doesn
computer doing
computer even
computer facial
computer for
computer has
computer if
computer in
computer is
computer it
computer just
computer know
computer knowing
computer knows
computer like
computer may
computer might
computer model
computer models
computer more
computer need
computer not
computer of
computer on
computer or
computer program
computer programs
computer read
computer reading
computer reads
computer recognize
computer recognizes
computer scanning
computer screen
computer sees
computer should
computer so
computer software
computer system
computer technology
computer tell
computer telling
computer tells
computer that
computer the
computer then
computer they
computer think
computer thinks
computer this
computer to
computer trying
computer was
computer watching
computer we
computer well
computer were
computer when
computer while
computer will
computer with
computer would
computer wouldn
computer you
computerized
computers
computers also
computers and
computers animated
computers are
computers aren
computers at
computers because
computers being
computers but
computers can
computers could
computers do
computers don
computers for
computers have
computers help
computers if
computers in
computers is
computers it
computers know
computers like
computers need
computers or
computers should
computers so
computers that
computers the
computers they
computers think
computers this
computers to
computers understand
computers were
computers will
computers with
computers would
computes
computor
computor and
computor can
computor for
computors
computre
computure
computures
comunicate
comunicate with
comunication
comupter
comuter
con
concentrate
concept
concept and
concept but
concept of
concepts
concern
concerns
conclude
conclude that
conclude the
conclusion
conclusion believe
conclusion do
conclusion don
conclusion facial
conclusion facs
conclusion feel
conclusion having
conclusion is
conclusion it
conclusion technology
conclusion that
conclusion the
conclusion there
