essay_id_comp,gender,y_true,y_pred_tfidf_ols_cv
95570A90AED0,F,3.0,3.176344788710404
CD89EA33A415,F,3.0,2.6666053065009385
A68B13F7EB65,F,3.0,3.1492150585624925
85BB61E8083B,M,2.0,0.6684739792008951
CFC1F5729C6D,M,3.0,2.6493911588548857
C275B257FC61,M,3.0,2.3362423523003857
D692F0AACADA,F,2.0,2.2351921583340646
445FC339B11B,M,3.0,2.0737729497488573
F62004E3EBAC,F,2.0,2.7030127290716828
E60EB5C35194,M,2.0,2.2364639501035524
20D81D1BE1A6,F,5.0,4.060555500503208
A0DEA37279E9,F,2.0,1.7939183026168575
6E381D4CCEDA,F,3.0,2.4281392861596673
1B4BA44BD3E9,M,1.0,1.8214741109057353
DF44B7B148CC,F,4.0,3.343058744037435
16DC754413F0,F,1.0,1.658872645213176
308AD9A4728D,F,2.0,1.5129670036377934
BF86E37ABB2A,F,4.0,4.07715478881158
89EE36DCF117,M,1.0,0.6041579917576984
D1BE0D3E0D4E,F,3.0,3.2698572426316335
8AF1FB2ADE27,M,6.0,5.0759560580567875
E8E139957D4D,M,1.0,1.99687777221862
B7570BF5EB0B,F,3.0,2.577649154660434
E55AEC795109,M,2.0,1.8356118134190103
C0217B05422D,M,3.0,3.037890335516159
8E0FEEC3DF47,M,3.0,3.1680713011362456
3CBB3DCDB8EE,F,3.0,2.1495924008024496
40E7A7FDF48D,M,1.0,1.5497895116652158
B3BC549D8BD0,F,3.0,3.1749539168642715
8A2B79514820,M,3.0,3.117153247343615
3FA488B75FCB,F,2.0,1.8907597722983764
573A550002C0,F,2.0,2.2059813972718145
E494B619E3EF,F,4.0,4.373170777962958
6B3EC7DF8173,F,3.0,3.2074144093270167
BB04B818FF32,F,2.0,2.0278627343331848
D13AD797DE2D,F,3.0,2.9810079683454447
32882A8AE673,F,3.0,3.3445721190071604
98C855AF1F41,F,4.0,3.2777187336149947
A13E656A0ED5,F,2.0,2.2408715032018045
DAE40486EC15,M,2.0,1.989727003648892
99297BB401FC,F,5.0,5.490813895215487
32DCF7DED3F8,F,4.0,3.4320918425582834
771A8A8F8892,M,6.0,4.155232679162214
72C8E2CDEA69,F,6.0,4.266506551437812
016A837B94F5,M,3.0,4.35318886663225
E465837431CB,M,4.0,4.085929026099139
DA5E92093978,F,3.0,2.9042404816187206
EA2BAEFCE4F2,M,2.0,2.703304920258776
EC1D57A4E008,F,4.0,3.802562418107252
D7F4D3366332,M,6.0,4.438295956583119
5F66710B5017,M,1.0,1.972618165706501
C38708C405C6,M,3.0,2.8442168473650606
F9FFECDE9A53,F,2.0,2.7520682261726357
069AFB1CF407,M,3.0,2.5463501127329766
0ACB0E08934E,M,3.0,1.688755899813563
9A2549F2EEC1,F,5.0,4.094689866199969
C3AD2ABD5D03,F,2.0,1.8532891921798547
20E8EF3807D2,F,3.0,3.7145860343934944
236F050055D6,M,3.0,3.26199461117907
5109921E29E0,M,2.0,2.826961201879332
121DCFFBC671,M,5.0,4.273926408293873
747B06CF4DA3,F,3.0,2.2864162190954334
11F4FD622FD8,F,5.0,3.8770144212373525
A8221073323E,F,3.0,3.190586378503121
AE11AA4423C1,M,3.0,3.483266249987027
10D7E30AD1AC,M,3.0,3.4351787955393682
2450993EB016,F,1.0,1.5482345361226593
5A860EDF839D,F,3.0,2.792917733499949
29DEA3E5DA18,M,4.0,3.0170100786042826
20D57DEC3EF5,M,1.0,2.1988386050086683
CCC749859F5C,M,6.0,5.225133967165371
E62E4E083245,M,3.0,3.050058028122679
09D40BD05847,M,2.0,2.186176396695863
E216387074D3,F,5.0,3.566448012054348
3AED5A7D58F8,M,3.0,2.9087496058784494
F34AEA4F0678,M,4.0,4.247571179654777
B4FCF8DD1F69,M,3.0,3.3623841343697944
3EF3E5B52108,F,3.0,3.777413732085292
42320FFF7304,F,3.0,3.639052917599161
C2E4971F69E9,F,4.0,4.410423130850894
CD53C96A70EB,F,2.0,2.6150953624395914
84DDA9460E91,M,1.0,1.3715347805268476
82ED6087717D,M,3.0,2.847999336197569
81F515606B77,M,4.0,4.123293939686331
FC27ECB471A4,M,2.0,2.1463931377627032
4AF98AC12423,M,3.0,4.1129755980480525
02D6A23E0CEB,M,2.0,1.8727142256094524
57280EFE34F4,M,2.0,2.0858068076249316
1DC7F82830D6,F,3.0,3.7794643539390083
7BF2EA4A164C,M,5.0,4.6268955069129785
28220DC55DA8,F,3.0,3.0458044899296635
FE9AB60822CA,M,3.0,2.9595880968763435
1F742C41EF9D,M,4.0,3.899603413668885
58B7F73691D2,M,3.0,3.097999141645595
73698CA22462,F,2.0,2.7692124165418055
B3C454E2E3E0,F,3.0,3.1892519372522075
F86F94DCEB33,M,2.0,2.2625063762068818
23701C1FBDD2,M,2.0,1.2474952867593796
0E8E64439570,F,3.0,2.6641135237416083
678247627A95,F,3.0,2.9607432003994205
1D549C77CB16,M,5.0,4.761652787087446
01B33F504006,F,3.0,3.276748362749563
1ADE56C19ACC,M,3.0,1.8601485092972752
453782F3E15C,M,2.0,1.9574268768594472
4AE962B7BDAA,F,3.0,2.865766642920315
BDDE34DAF883,F,4.0,4.168669078650991
4A2B8999223F,M,3.0,2.5506329309017564
B9B5EC82396D,F,3.0,3.418983080946669
BE8615F85409,M,4.0,4.362808148273027
CE15197AE9CC,F,4.0,4.213752469825449
A803172BF35E,F,2.0,1.9382211713628852
9F9C9D1E2F5C,M,5.0,3.7200255109146703
4BB49667767A,M,3.0,3.5892004663113917
20E320AA966E,F,4.0,3.735510574515722
0C44D7D7F0FD,F,3.0,2.2674471533085825
8458F0287115,M,4.0,4.02603066810928
AB8D8AED4B28,F,3.0,3.3821914973008473
2771AA5E572D,F,4.0,4.527639166413975
84F179DFCFC9,M,3.0,3.5080886686474257
426E5A215942,F,4.0,4.047989749157701
887BBBE0CCC5,F,1.0,1.486410124006437
8AB79B5BD3DB,M,2.0,2.1500222295665243
76BB36EE4398,F,5.0,4.44071649117657
B4F3E5D8D7D2,M,3.0,2.872694845177898
D19AB551E2B9,F,1.0,2.4062458234803703
50903131CDBF,F,2.0,2.4864092657968264
2A4FCD86BA0D,F,4.0,3.64432286695882
B980560F68EA,F,2.0,1.4435683646591804
8DFB375E3159,F,3.0,3.0210098782330768
26077CB12CB0,M,5.0,3.4760599526445954
8C93D556C297,F,4.0,2.9354765740129203
5DA51172F93D,F,4.0,4.320388579060207
FF89B80BC4D1,M,4.0,3.037913459727652
7B1E55213D00,M,4.0,3.9151912133307154
59A4AD465412,F,3.0,3.390484232757581
440A223D41D5,F,3.0,2.908165384792715
5AF04068D0B9,F,3.0,2.030133275887681
51A07E3D2C09,F,2.0,2.6124535804020113
043BB809B52A,M,4.0,3.840312351390235
53EAE8EA05E8,F,3.0,2.532940204603507
78053022305D,M,2.0,3.170893673293412
5E75A1B48D17,F,2.0,1.7410555167922157
7915BE25917E,M,2.0,2.6463979592460984
F0F0CD67E436,M,2.0,1.6025024973008999
3936CD2D8CF3,F,2.0,2.2600567648787595
E21ABDF1E3F2,F,4.0,4.053322898186936
8F0F9D00B973,M,5.0,4.651156213756618
35B8D5BA3032,M,1.0,1.9820449427108668
66D1803B4CEF,M,3.0,2.1549141778285077
7929B0DC839B,F,4.0,4.274749745048073
E4F9AEC51ECF,M,3.0,3.2993082783858214
2F53346B4F60,M,4.0,2.723405551576979
8A533A6E8808,M,3.0,3.8069688604842953
7654EDDCC0DA,F,3.0,3.3293525506449217
17759DF663A3,F,3.0,3.3911235119035896
0AB5C0C20670,M,1.0,1.2883775325721545
E201F3FE28F7,F,4.0,3.3706241944810404
21D91DF16B23,F,3.0,2.9953165541104467
95143E5A37A2,M,2.0,2.7688090264654774
7DCCED5150F8,M,5.0,4.656087508088042
CB86688CF491,M,1.0,1.23270176302336
B5CE3C6DAAD9,M,4.0,3.441243549710512
996A88D0CAF2,M,3.0,3.1935372715279464
CE33B0E35C38,F,3.0,3.1152596648307496
F304843E97FC,F,2.0,1.9620913769301749
4B4A4368C5DF,F,3.0,2.9507435397970667
39AF0292F9B3,F,5.0,4.550606743806508
DDEEC49D2390,M,2.0,3.7410997418303675
353224899C05,M,4.0,4.140145012503078
ABA8A01BB2B6,M,3.0,3.3482657781107137
629441708CF0,F,5.0,4.499480444426412
68F6A6DB3E6C,M,2.0,2.244690072237284
5C63C1EE83BC,M,4.0,3.5811611177018157
CF20C9C05B19,M,2.0,2.2860016422004534
DCCF6739067A,M,4.0,4.107256052224201
F280DC36C974,F,2.0,2.4941218883679372
675CA464322A,M,3.0,3.323980692829757
ADFF10967768,M,4.0,4.032981884972488
BB7A76089910,F,4.0,4.286931182611479
3A42F1C7A5FA,M,2.0,2.6506656492380993
8459600E47B0,F,4.0,4.440495725414712
2CD086E87F2D,F,3.0,3.736410116929723
D84737B6CDEB,F,2.0,2.720721610947055
026FBC564EBC,M,3.0,3.9137541301579692
4DB817B0DE25,F,5.0,4.065519990487944
D7E3E2DE0F87,M,3.0,3.100025422788531
75B94E37D75A,F,4.0,4.033759826031343
13E5109D10F2,M,5.0,4.237701821623727
CF5875628D6A,M,2.0,2.1065051189462936
93E4D5E8B5DA,F,3.0,3.1108288617694333
0EFC10AF9D22,F,2.0,2.684096533699161
BB95D06EF8D4,F,4.0,3.4840722085901854
5A490FAF2476,M,1.0,3.1750205406707424
6C8029E04B6B,F,3.0,1.8513915116604183
5A1EAD973EF6,M,3.0,2.6121262289541005
04F6650C12AD,F,2.0,2.683614984804614
FD8570E71F4A,M,2.0,2.019887946589553
1102C9C87AE4,F,6.0,4.550148515982464
7154C7EE3051,M,4.0,4.5807662752089655
BE9881C4920A,M,1.0,2.0887578068766914
F324DBEBCAFA,M,3.0,3.45652748251543
F13486021395,M,2.0,2.4018351384534875
C6FAF1DE9A21,M,1.0,2.07363329972802
0F8513BFBB6C,M,3.0,3.3424479733003283
7AA2C0834BE1,M,4.0,3.501924011867153
9483857CAA80,F,3.0,2.231022918809073
B0FD1E688820,M,1.0,1.7855492220433877
6AD39619EC45,F,5.0,4.305736706183245
AA742085CBE3,F,2.0,2.4774863322909133
58E92DF92D8C,F,3.0,3.129310267569986
9251250050B9,M,3.0,3.7665732976077826
D8AFB0AE804B,F,1.0,1.1969622478868982
03FCE3C04ADF,M,4.0,3.988640880141022
0C710606DB95,M,3.0,2.6105592801354454
045BB2364215,M,3.0,2.5861854184087916
4E13DC4DDE31,F,2.0,2.2295749180509676
2C3D6DFE6768,M,3.0,2.1412991384932236
716C24478063,F,3.0,3.8320809455115286
1B2470F552CC,F,2.0,2.513940331862207
3FD3D46D72B7,M,2.0,2.8182544962851095
13B371557529,F,4.0,3.2955291897412056
84E06630FA2B,M,3.0,2.368538547932812
FEB37659C3F1,M,3.0,3.7250901004207164
2410D609BA60,M,2.0,1.9775996688804482
E97D24AC0CB6,M,3.0,3.9896201013230854
C0E8831116C3,M,6.0,5.087358283834085
726ADA01701F,M,3.0,3.2191199071005183
B0A08E744DF1,F,3.0,3.1786798605752673
14236F6FEAD6,F,3.0,2.195660443811945
477F24CDDE0B,F,4.0,4.400865608607976
1C2F6CE45E18,M,4.0,4.017103203788656
E4B4D7DE60E3,F,3.0,3.5285454919059434
B4143F38D439,M,3.0,2.6338184424274127
6194CD3215CB,M,2.0,2.4197163216694535
2EEB19BB460B,M,3.0,3.300050168554611
13081A20D022,F,6.0,4.897089175402183
016A5550CAF7,F,3.0,3.6219992930152225
7B7838BB9DD5,M,3.0,3.1174166401106
06E5ACD7F079,M,4.0,4.297067101476296
DC9580266A0B,M,3.0,3.0152903813499283
E1AEAF1C9CBB,F,4.0,3.7410881175560995
7F513E5DA945,M,3.0,3.2811666269710953
06B8BE0A0B31,M,2.0,2.040089496222265
35070B805E8B,M,1.0,1.7318863059071257
BFFD798EAE7B,F,4.0,3.5915583763402554
34CD62D72CC1,M,3.0,3.0685774790740235
F7EF0A4E3499,M,3.0,3.035908317438123
80D0A3C7B588,M,3.0,2.5646857442110194
B2E85935CE19,F,2.0,2.711658006687356
D7725D157042,F,3.0,3.735923666669112
02F012AAD5CB,F,3.0,2.935415110404184
D7DF114BB271,M,4.0,3.4249474223468512
C30DD2DB1F70,F,2.0,2.508588699599027
280BCD5968F0,F,3.0,2.565920771404245
4FC744EC5BDB,M,2.0,2.41913300881538
A1C8EEF8BF9C,F,2.0,2.2440649911181714
EF70A0E7826B,M,2.0,2.8483391660626016
BD300B07564D,M,2.0,2.8638933828093
99DE2E3E96E7,F,4.0,3.3107775851344146
A4B3BA20BDA9,F,4.0,3.8508712247395613
C36FC4CCA47F,M,3.0,2.6775639620846676
4BE3EE3D73A6,M,3.0,3.3744464134051286
8DFC6529608B,F,3.0,3.3368032858900367
6A58F94673E0,M,6.0,5.096649365809865
B07E96B9767C,F,5.0,5.2056607501234335
320FD601DD64,M,1.0,1.564790589841129
2AB363264AE0,F,2.0,2.3384457638567957
D2E41252A109,M,4.0,3.3350740110862787
2FD5E4852667,F,2.0,1.3258562977993347
1499841F4EB8,F,3.0,3.6945221872257075
7DE7AE0BEF8C,F,3.0,3.3170393077020863
86A3A166AA67,F,2.0,2.4389687910444846
E8DD7458130E,M,3.0,2.709323205566179
67D94C292D8D,F,2.0,2.1076586971085827
4AEA13D034F3,M,2.0,2.361518664362682
A1A778253D39,M,4.0,3.2384234072857963
A56E412B7295,M,3.0,3.311580858046396
8E7C4FE2ECE9,M,2.0,2.8159461123137857
508DB90F68C7,M,3.0,3.0587340712542312
172FD130ABD5,F,1.0,1.9053290625675043
E627C066A0F1,M,1.0,1.8499349913400314
8E516CABD84A,M,4.0,3.4519150220167343
BAE3CED482E7,F,4.0,4.313539842593114
D6EEEBA9A999,F,5.0,4.602128193991382
8BA7D8704DB0,F,3.0,3.259711772969667
253D33164BE5,F,3.0,3.455469337479255
897B3478DC01,M,4.0,4.408341771682464
25FA01853A35,F,2.0,2.715214175906044
00E2ACFF9A93,M,2.0,2.730654648384545
1A26AFD79998,M,2.0,2.559544679856386
FDDD74678C7A,M,2.0,1.3016134452311545
1CC9DABCE4B4,F,5.0,5.340258223521923
D354672BB38F,M,1.0,1.9536758685907567
6524B17E5113,M,4.0,3.6882114827349874
508DCB180063,F,2.0,1.973037237678047
0ABF4F99E166,M,5.0,4.369330770749842
86ADA132EC8A,M,2.0,1.6105268461264575
771C64337FED,M,3.0,2.002887567847811
E3E4C29C6F23,F,4.0,4.598848383074815
7C9AA3346458,M,2.0,2.6306141536135423
FB9EFC545072,M,1.0,2.396532501823312
1807DD253B30,M,3.0,2.8173605677369435
2AD8252C829F,F,5.0,4.012329529201594
0B1439CE0522,F,3.0,3.3272531595294055
928548A07586,M,3.0,2.9974934923395975
BA0C557A52F4,F,2.0,2.3003597505417064
AF2AF8E14196,M,2.0,2.484781052539362
8451B8C046C3,F,3.0,2.351607690021785
1FC7106860A2,M,4.0,3.4461631715627647
2275D39DC5AD,M,2.0,1.8764461284614957
A6EBC95CB162,F,5.0,4.177271660899661
DD627EE5CB27,M,3.0,3.5153256754953857
E7C5E12F4E84,F,3.0,2.875828488460133
58EB875E2FB8,M,2.0,1.9459201251207516
FAE25123869F,F,2.0,2.198139612016521
7463CFA4BF4B,M,2.0,1.3584641881113813
2F3A03CE8035,M,5.0,4.507895294731975
1907A263B30B,M,3.0,3.918163777068223
163E5475BF19,F,2.0,2.3683869140512894
F413F750773D,F,1.0,1.3213191401379323
E5CFC05647BA,F,3.0,2.6984019628191374
61BABBBB9822,M,2.0,2.0681055167191755
F8FFE84D9E9E,F,3.0,3.5333706760524017
39DA395A5C1C,M,1.0,2.5402383527447308
E743F9AC8BBE,M,3.0,3.545155747532399
A950C6EE7BD3,M,3.0,3.0875746313483976
4CFC9FAB45B8,M,3.0,3.1215536979134786
33B1D3B931EF,M,3.0,2.78342280619427
3D5AB2F50025,F,3.0,3.4092592068050678
3584B5CAA2E4,F,5.0,4.958174237925743
60B0AC857093,M,5.0,4.830538366085708
350B830D59EE,F,3.0,2.740023995075577
4354903A1D8A,M,4.0,3.5915486452574816
13154AD7E3C6,F,3.0,2.628759502422008
69881464230,F,4.0,4.250377607948202
165C6F67BCD7,M,3.0,4.111568927529735
